评分,comments,sentiment
4,桂林 出差 ， 顺道 市区 游玩 一下 ， 来到 七星 景区 。 这个 景区 位于 桂林市 中心 漓江 东岸 ， 很大 室内 公园 ， 桂林 文化 山水 坐标 、 中国 第一批 4A 级 景区 。 公园 里面 小 景点 挺 多 ， 包括 著名 骆驼 山 ， 这里 曾经 一位 名人 这里 进行 过 环保 演讲 ， 古时候 被 称为 “ 壶 山 赤霞 ” ， 桂林 古 八景 之一 。 还有 被誉为 中国 桥梁 建筑 奇葩 桂林 最 古老 多孔 薄墩 连 拱石桥 ， 桂林 新 二十四 景 之一 花桥 。 当然 ， 这里 徐霞客 最爱 天下第一 洞天 — 七星岩 ， 等等 自然景观 。,positive
5,七星岩 景色 非常 漂亮 ， 很大 很大 ， 自驾 从 北门 进入 公园 ， 被 告知 要 买 船票 ， 55 元 一人 ， 不想 走太多 ， 买 ， 还是 比较 值得 ， 里面 有个 火烈鸟 公园 ， 平时 难得一见 ， 红色 羽毛 ， 却 不是 那种 大红 ， 肉色 羽毛 ， 乍看 还 以为 没有 羽毛 ， 很多 丹顶鹤 ， 眼前 ， 很漂亮 。 而后 许多 溶洞 、 岩石 、 山头 ， 爬上去 容易 ， 很 陡峭 ， 但是 很漂亮 。 公园 非常 大 ， 一天 慢慢 逛 可以 。 西门 的话 直接 进入 景区 中心 部分 ， 看到 很多 星雨星岩 ， 卧佛 含丹 景观 ， 确实 很漂亮 。,positive
5,本来 来 很 仓促 ， 但是 呃 还是 很 愉快 ， 天 有点 阴 凉 ， 然后 自然景观 游乐 设施 很 不错 。 重点 公共服务 做 很 好 ， 可以 玩儿 观赏 东西 很多 ， 公共交通 非常 方便 ， 打车 很 便利 。 不用 担心 饿到 里面 好吃 超多 ， 而且 价钱 还 便宜 。,positive
5,七星 景区 绝对 值得 ， 这里 七星岩 溶洞 ， 阴风 阵阵 如果 没有 灯光 还是 蛮 恐怖 ， 还有 有名 骆驼峰 。 不过 不是 最大 亮点 ， 经过 查阅 资料 才 发现 龙隐洞 才 最 来头 ， 那里 大量 石岩 磨刻 秀美 景色 。 由于 本人 之前 功课 没 做 足 ， 等 误打误撞 来到 这里 已 接近 7 点 ， 听到 怪声 感觉 比 七星岩 更 阴森 ， 无奈 只好 先 离去 。,positive
4,刚 进去 走 一段距离 时 ， 感觉 公园 ， 觉得 收 门票 不值 ， 后来 发现 还是 有蛮 大 ， 毕竟 有山 ， 寺庙 ， 4A 景区 ， 收 点 门票 正常 ， 只是 想 说 桂林 市民 福利 太好 ， 如果 针对 全国 一视同仁 ， 更能 提高 桂林 旅游 收入 。 本来 想 爬 骆驼峰 ， 但 没 见到 什么 游客 爬 ， 又 带 着 老人 ， 没敢 爬 。 动物园 没 ， 推荐 七星岩 可以 下 ， 有些 意思 。 山下 看到 猕猴 ， 好几只 ， 游客 逗乐 ， 有点 意思 。 国庆 气氛 ， 美食 油纸伞 ， 风车 。,neutral
4,七星 公园 很大 要是 天气 好 的话 可以 休闲 慢慢 逛 ， 可是 门票 很贵 包含 七星岩 ， 还有 个 动物园 要 另 收费 这个 不去 也罢 ， 网上 买 公园 + 七星岩 优惠 套票 65 元 勉强 能 接受 价位 。 七星岩 还是 挺大 还 有点 阴凉 ， 没 30 分钟 进 一批 游客 ， 里面 导游 讲解 ， 参观 完 大概 50 分钟 ； 入口 有个 所谓 温馨 提示 其实 有点 蒙 ， 说 里面 摄影师 免费 拍照 还 赠送 相片 钥匙扣 ， 让 旅客 放心 给 留影 ， 可是 参观 完出 洞口 时 只 给 一张 证件照 大小 看不清 相片 做工 粗糙 塑胶 钥匙扣 ， 其他 拍得 稍 好 弄 成大 照片 每张 20 元 ， 不忍 照片 摆在 展览 不得已 买 。 21 世纪 闻名中外 旅游 城市 还有 这种 拙劣 现象 ， 确实 破坏 旅游 大好 心情 。 正门 花桥门 ， 还有 个 驼峰 门 、 龙隐门 ( 靠近 穿 山路 訾洲 公园 入口 ) ； 网络 订票 通常 要 正门 附近 旅行社 换票 ， 得 从 花桥 门进 。,neutral
5,七星 景区 真的 美 ， 古老 花桥 ， 七星岩 雄伟 壮丽 ， 形象 骆驼 山 ， 有趣 猴子 ， 让 流连忘返 。,positive
4,公园 景色 不错 ， 园内 著名 驼峰 山 ， 适合 全家 游玩 。 七星岩 ， 动物园 ， CS 射击 等 项目 单独 收费 ， 桂林 景点 门票 比较 贵 ， 公共服务 比较 欠缺 ， 性价比 不高 ， 从 侧面 反映 桂林 经济 发达 现状 。,positive
5,七星 景區 桂林市 中心 ， 離 解放 橋 、 東西巷 、 正陽街 非常 近 ， 可以 走路 完成 吃喝 玩樂 悠閒 行程 。 七星 景區 最 有名 駱駝 山 跟 七星岩 ， 還有 桂海 碑林 。 很 可惜 因為 疫情 原因 七星岩 跟 碑林 沒 開放 。 碑林 可以 從龍 隱路 欄杆 看到 部份 ， 感覺 很 古樸 地方 。 七星 景區 門票 50 元 ， 可以 網絡 預購 ， 或是 購買 聯票 比 較 便宜 。 由 於 攜程 購票 只認 身份 證號 ， 台胞 證等 可以 關注 “ 桂林 一城遊 ” ， 這是 桂林 景區 提供 購票 網址 ， 接受 台胞 證等 證件 購票 。 七星 景區 綠化 非常 棒 ， 而且 景 緻 多 樣 ， 讓 處處 驚喜 。 一進門 花橋 充滿 江南 韻味 ， 文化 廣場 著少數 民族 風情 ， 駱駝 山有 特色 ， 花園 典雅 ， 而寺 廟安寧 。 隨處 可見 猴子 更是 增添 趣味 ， 攜家 帶眷 著 猴子 家族 遊玩 ， 很 雙面 感 。 七星 景區 可能 桂林市 區中 最 喜歡 景點 ， 已經 打算 等 疫情 結束 後 帶 爸媽來 這 裏 遊覽 。 美麗 桂林 ， 美麗 七星 景區 ， 充滿 山水 園林寺 廟 魅力 。,positive
5,七星 景区 主要 进去 就是 七星岩 骆驼 山 。 芦笛岩 银子 岩 没 去过 ， 不过 冠岩 相比 ， 个人 觉得 七星岩 里 景比冠岩 好看 。 骆驼 山 一张 照片 带 过 ， 毕竟 代表性 景点 。 总的来说 ， 本票 钱 还是 很值 。,positive
