评分,comments,sentiment
5,20230317 上午 ： 1 、 “ 云峰 寺 ” 位于 5A 景区 “ 两江 四湖 • 象山 ” 。 该 景物 桂林市 闻名于世 地标 式 山水 风光 名胜 ， 来 桂林 必 打卡 网红 景点 ， 其 水系 像 血液 般 贯穿 市区 ， 城市 与 山水 融为一体 ， 属于 开放式 景区 ， 游走 于 桂林 街头 便 不知不觉 徜徉 碧水 翠山 之间 。 景区 分为 “ 两江 四湖 ” “ 象山 ” （ 称 “ 象鼻山 ” ） 两大 区块 ， 入园 均 免费 ， 前者 适合 夜景 ， 后者 适合 白天 游览 。 入园 免费 。 ① 地址 ： 桂林市 象山区 民主 路 1 号 。 ② 交通 ： 公交 直达 ， 开车 很 好 停 。 ③ 旺季 ： 无 。 ④ 用时 ： 3 小时 。 2 、 云峰 寺 该寺 始建 于 唐代 建成 “ 温灵庙 ” ， 宋 嘉定 七年 （ 1214 年 ） 由 官员 方信 孺 扩建 ， 建成 书斋 “ 云崖 轩 ” ， 明代 又 增建 主祀 方信 孺 南宋 名臣 、 文学家 范成大 “ 范方祠 ” 至 清代 改名 为云峰 寺 。 清咸丰 三年 （ 1860 年 ） 太平军 围攻 桂林 指挥部 便 设于 此 ， 历史 上 多 损毁 重修 ， 最近 一次 损坏 抗日战争 时期 ， 重建 于 1953 年 年 。 室外 石窟 小 佛像 下 “ 放生池 ” 里 金鱼 密密麻麻 游弋 ， 旁边 立 亭子 。 寺 内 目前 以 商铺 为主 ， 二楼 “ 天平 天国 陈列馆 ” ， 馆内 只有 一间 ， 以 文物 、 图文 形式 展示 太平天国 攻下 桂林 城 ， 以及 被 清军 反攻 时 战略 撤退 前因后果 作战 过程 。,positive
4,位于 象山 景区 内 ， 虽然 免费 开放 ， 但 要 参观 必须 先买 象山 门票 。 纪念馆 内 没有 太多 介绍 ， 主要 一种 纪念地 形式 ， 纪念 当时 太平天国 以 象山 周边 作为 主攻 战场 ， 展示 出 桂林 市区 相对 较 平顶 象鼻山 之 重要性 。,positive
3,纪念馆 象山 景区 内 ， 免费入场 ， 主要 介绍 太平天国 及 几位 主要 人物 历史 ， 但 个人感觉 不算 深入 ， 而且 材料 不是 太 完善 。 但 既然 景区 ， 一看 无坊 。,positive
5,太平天国 很 值得 大家 区 玩玩 看看 。 希望 各地 朋友 们 时间 一定 要 玩 下 。,positive
5,一到 周末 放假 ， 时间 走走看看 ， 呼吸 新鲜空气 ， 感受 大自然 气息 ！,positive
5,景色宜人 … … 趣味十足 ， 性价比 高 一次 旅行 … … 一如既往 五星 好评 ！,positive
5,太平天国 纪念馆 ， 就是 纪念 清朝 时期 发生 太平天国运动,positive
5,可以 到此一游 打个 卡 ， 如果 时间 太赶 可以 忽略,positive
5,不错 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！,positive
5,很 好玩 ， 了解 历史 可以 通古明 今 。,positive
4,记录 那段 残酷 历史 ， 一群 被 邪教 毒害 悲惨 一生,positive
4,里面 文物 挺 真实 ， 能 学到 一些 东西 ， 这个 倒 值得一看 。,positive
4,来到 广西 值得 看一看 ， 太平天国 发源地 。 广西 出 人才 。,positive
4,时间 走走 了解 一下 不错 ， 免费 开放 。,positive
4,啥意思 ， 啥 可 纪念 ， 无聊 得 很 。,positive
3,象鼻山 景区 里面 ， 免费 ， 不过 位置 大 ， 感觉 陈列 物品 很少,positive
3,该 景点 讲解 太平天国 一些 历史 事件 ， 可 使 人们 更 多 了解 历史 ！,positive
3,什麼 紀念館 ， 顯眼 地方 放幾張 圖 ， 實在 就是 賣 玉石 店 。,positive
5,走过 路过 ， 抬头 见到 ， 美好生活 向往,positive
3,纪念馆 很 不错 里面 内容 丰富 很 喜欢,positive
2,广西 受 太平天国 影响 很大 ， 所以 不少 地方 太平天国 痕迹 ， 纪念馆 东西 很多 ， 可见 当年 影响力 。,positive
2,真是 知道 怎么 说好 ！ 与其说是 纪念馆 不如说是 寺庙 ， 烟熏火燎 ， 想 说 这样 真的 不怕 象山 受不了 吗 ？ 桂林 群众 不能 爱惜 点 美好 东西 ？,neutral
1,人工 假 东西 ， 里面 卖东西 ， 象山 里面 小 地方 ， 没 进去,neutral
