评分,comments,sentiment
4,“ 山水 间 ” 舞台 表演 ， 加上 情景剧 元素 ， 但 更 像是 一场 杂技表演 ； 表演 十分 精彩 ， 很多 10 岁 左右 小孩 ， 翻跟头 之类 很 厉害 ！ 大 铁球 里 摩托车 表演 很 惊险 ， 从 1 增加 4 同时 里面 开 ， 得 紧张 得 很 ， 后来 才 发现 其中 第一位 出场 位 女性 ， 太 厉害 ！ 刚进 剧场 ， 山水 布景 供 游客 拍照 ， 2 寸 小 照片 放在 钥匙扣 里 免费送 ， 需要 大 照片 需 付费 20 元 / 张 ； 演出 开始 书法家 现场表演 书法作品 拍卖 ， 写 得 还 不错 ， 很多 观众 参与 ；,positive
5,33 买 ， 加座 ， 前面 被 旅行社 包场 ， 不过 虽然 33 ， 还是 物有所值 ， 除了 坐 最后 一排 ， 并 影响 观赏 ， 节目 不少 ， 开始 卖 画 ， 差不多 19.10 分 开始 演出 ， 20 左右 ， 很 精彩 ！ 绝对 超值 ！ 推荐 ！,positive
5,来 桂林 要么 室外 情景 剧场 < 梦幻 漓江 > ， 要么 室内 < 山水 间 > ， 气势恢宏 ， 荡气回肠 巨作 。 对 民间 民俗 演绎 ， 结合 现代 杂技 演出 ， 通过 观看 < 山水 间 > ， 了解 桂林 历史 ， 桂林 美 ， 为 演员 精彩 表演 喝彩 。,positive
5,"漓江 大 剧院 观看 桂林山水 间 表演 ， 从 "" 想 桂林 "" 歌声 开始 ， 进入 梦幻 离奇 美妙 世界 ， 效果 很 震撼 ， 还有 非常 高难度 杂技表演 、 舞蹈 、 赛车 等等",positive
5,步行街 ， 离住 酒店 很近 来看 ， 山水 间 新 梦幻 漓江 ， 两场 表演 ， 各有 各 特色 ， 这个 中间 衔接 不错 ， 表演 很 出彩 ， 演员 很 辛苦 ！ 不过 携程 买票 很 便宜 ， 性价比 高 。 全场 50 分钟 左右 。 尤其 压轴 摩托车 ， 非常 精彩,positive
5,携程 这个 价看 山水 间 超值 ， 内容 比较 精彩 ， 特别 压轴 摩托车 表演 。 就是 里面 空调 还 不够 ， 剧场 有点 旧 ， 其他 还好 吧 ！ 早点 订 位置 还是 不错 。,positive
5,山水 间 新 梦幻 漓江 ， 两场 表演 ， 各有 各 特色 ， 这个 中间 衔接 不错 ， 表演 很 出彩 ， 演员 很 辛苦 ！ 不过 携程 买票 很 便宜 ， 性价比 高 。 全场 50 分钟 左右 。 尤其 压轴 摩托车 ， 非常 精彩,positive
3,唉 ， 跟团 ， 想着 包 团费 里 白不去 。 漓江 剧场 位置 特别 好 ， 步行街 上 ， 位于 桂林市 中心 。 但是 但是 但是 剧场 特别 旧 ， 椅子 全是 坏 ， 厕所 负 2 楼 又 黑 又 脏 ， 整个 表演 厅 一股 臭味 。 一进 破旧 大门 ， 叫 排队 ， 挂 一张 象山 风景画 ， 叫 站 前面 拍照 ， 大 20 元 一张 ， 可以 送 一张 小 。 表演 开始 就是 卖 字画 。 特别 需要 表扬 一下 演员 ， 挺 卖力 ， 但 整体实力 真的 欠缺 。 自由 行 别去了 ， 可以 阳朔 刘三姐 千古 情 ， 真的 高端 大气 上档次 。,neutral
3,杂技 社 表演 ， 惊艳 节目 ， 但 整体 还 不够 成熟 ， 与 国内 第一 梯队 演出 还是 走 差距 。 如果 不是 旅行社 包含 这个 演出 ， 自费 超过 50 元 其实 不太 推荐 。,positive
4,桂林市 中心 大 剧院 精采 表演 項目 ， 內容 好几个 環節 ， 分別 几種  同類 型 特色 表演 ， 尤其 雜技 環節 ， 可謂 精采 绝倫 ， 一個 容错 過的 演出 。,neutral
5,目的地 参团 ， 1 元 换购 门票 ， 非常 值,neutral
5,其实 就是 一场 杂技表演 吧 ！ 坐在 前排 贵宾席 ， 还是 很 震撼 ！ 高潮 摩托车 表演 演员 揭开 头盔 ！ 居然 个 漂亮 女孩子 ！ 巾帼不让须眉 ！,positive
5,一次 很 意义 表演 ， 杂技演员 们 如梦似 幻 表演 ， 尤其 最后 摩托车 表演 震撼人心 啊 。 太值 。,positive
3,跟 团游 没有 这个 项目 ， 从美团 上 买 ， 40 一张 ， 提前 6 小时 买 35 ， 最后 节目 摩托车 表演 很 刺激 。,neutral
5,非常 好 ， 性价比 很 高 ， 节目 很 好看 ， 特别 摩托车 表演 ， 值 !,positive
5,这个 价格 性价比 很 高 ， 时间 比较 好 ， 玩 一天 ， 5 点钟 一场 演出 再 吃晚饭 特别 合适 ， 节目 内容 主要 歌舞 杂技 ， 最后 摩托车 节目 最 精彩 …,positive
4,带 对象 来看 ， 之前 丽江 看过 表演 非常 震撼 ， 然后 给 他 安利 ， 结果 开始 十几分钟 卖 书画 ， 真是 服 ， 瞬间 感觉 全无 。 后面 表演 还 行 ， 比不上 丽江 。,positive
4,日游 桂林 美 ， 夜戏 《 山水 间 》 。 《 桂林山水 间 》 集 观赏性 、 艺术性 一体 大型 桂林 风情 歌舞 秀 ， 全国 首创 男旦 艺术团 将 带给 您 一次 美轮美奂 、 惊叹不已 全景式 剧场 观演 体验 。 《 桂林山水 间 》 以 缤纷多彩 山水 独具 魅力 少数民族 文化 为 背景 ， 娓娓 讲述 漓江 河畔 ， 象鼻山 下 诗歌 般的 田园生活 ， 多维度 、 全方位 展现 迷人 南国 风情 以及 与 大自然 和谐 相处 。 《 桂林山水 间 》 共 四个 篇章 ： 山之青 、 水之秀 、 洞之奇 、 石之美 。 《 桂林山水 间 》 由 桂林 旅游 文化 演艺 公司 斥 巨资 历时 两年 精心制作 ， 由 2008 年 奥运会 开 闭幕式 及 2010 年 广州 亚运会 开幕式 创意 团队 重要 成员 倾 全力 打造 ， 表现手法 新颖 独特 ， 多项 先进 舞台 技术 交叠 运用 ， 营造 视觉 听觉 上 极致 体验 ， 作为 广西 乃至 全国 高端 旅游 文化 精品 演出 典范 之作 ！ 《 桂林山水 间 》 您 徒步 漓江 之际 ， 诚邀 您 体验 ， 让 您 邂逅 一样 桂林山水 。,positive
5,表演 很 精彩 ， 性价比 很 高 ， 就是 售票处 太 隐蔽 ， 找 半天 。,positive
5,"桂林山水 对 桂林 旅游 资源 总称 。 [ 1 ] 国家 AAAAA 级 旅游 景区 ， 中国 十大 风景名胜 之一 ， 桂林山水 中国 山水 代表 ， 典型 喀斯特 地形 构成 别具一格 桂林山水 ， 桂林山水 所指 范围 很广 ， 项目 繁多 。 桂林山水 “ 山青 、 水秀 、 洞奇 、 石美 "" ， 包括 山 、 水 、 喀斯特 岩洞 、 石刻 等等 ， 其 境内 山水 风光 举世闻名 ， 千百年来 享有 “ 桂林山水 甲天下 ” 美誉 。 2014 年 6 月 23 日 ， 第三十八届 世界遗产 大会 上以 桂林 为首 中国 南方 喀斯特 第二期 项目 申遗 成功 ， 正式 成为 世界 自然遗产 ， 桂林山水 荣登 世界 自然遗产 名录 。 2016 年 9 月 ， 中国社会科学院 考古 研究所 、 广西 文物保护 与 考古 研究所 等 考古 专业 机构 一致 认为 ： 桂林 甑 皮岩 先民 具有 高智商 智慧 ， 双料 混炼 技术 万年前 人类 发明 ， 桂林 万年 人类 智慧 圣地 。",positive
5,桂林山水 对 桂林 旅游 资源 总称 ， 世界 自然遗产 。 典型 喀斯特 地形 构成 别具一格 桂林山水 ， 桂林山水 所指 范围 很广 ， 项目 繁多 。 桂林山水 一向 以山青 、 水秀 、 洞奇 、 石美 享有 “ 山水 甲天下 ” 美誉 ， 桂林山水 包括 山 、 水 、 喀斯特 岩洞 、 石刻 等等 。 桂林山水 ， 又 以 漓江 流经 阳朔 一段 最为 美丽 ， 故而 “ 桂林山水 甲天下 ， 阳朔 山水 甲 桂林 ” 之 美誉 。 2014 年 6 月 23 日 ， 第三十八届 世界遗产 大会 上以 桂林 为首 中国 南方 喀斯特 第二期 项目 申遗 成功 ， 正式 成为 世界 自然遗产 ， 桂林山水 荣登 世界 自然遗产 名录 。,positive
5,非常 精彩 ， 真功夫 ！ 台下 十年 功 一点 不是 虚,positive
5,每日 下午 17 : 00 漓江 劇院 演出 之 “ 山水 間 ” ， 演出 非常 精彩 ， 由 四幕 组成 劇目 ， 包涵 歌舞 、 雜技 表演 ， 尤其 壓軸 电 单車 表演 ， 令人 歎 為 观止 。,positive
3,订 票 太 * * * 。 2 楼 最后 一排 ， 最后 一排 ， 最后 一排 ！ ！ ！ 后边 就是 剧院 墙 ！ ！ 后边 就是 剧院 墙 ！ ！ 后边 就是 剧院 墙 ！ ！ 着急 妈慌 来 ， 一直 卖 字画 ！ ！ ！ ！ 我来 晚 ， 坐下 10 分钟 过去 还 卖 ！ 还 认真 一下 ， 主持人 帅哥 数 321 ， 谁 举手 快 ， 前 10 名 可以 ， 一万头 * * * 奔过 ！ ！ ！,positive
5,《 山水 间 》 应用 国际 一流 舞台 技术 ， 以 桂林 风情 歌舞 与 精品 杂技 结合 表演艺术 形式 ， 以 奇特 角度 为 观众 讲述 桂林山水 故事 旅游 舞台 秀 。 值得 您 一看 。,positive
5,值得 ， 演出 很 精彩 ， 特别 摩托车 ， 很 刺激,positive
5,携程 价格 这个 演出 超值 ， 携程 电话 咨询 女孩子 十分 耐心 ， 点赞 ！ 最后 压轴 摩托车 表演 最 精彩 。,positive
5,刚到 桂林 ， 携程 定 自行 团 ， 送 山水 间 表演 ， 本来 不想 ， 正好 走到 附近 进去 。 挺 意外 ， 大部分 少年 表演 ， 类似 杂技 ， 有些 难度 蛮高 ， 还是 值得一看,positive
5,知道 什么 原因 ， 16 点 之前 漓江 大 剧院 售票处 ， 售票处 工作人员 居然 找 不到 订票 依据 。 多次 打 短信 上 预留 手机 无人 接听 。 十分 感谢 携程 客服 工作人员 认真 热情 耐心 帮助 衔接 ， 终于 演出 前 拿到 票 。,neutral
5,真的 很 精彩 ， 舞台 很 绚烂 多彩 ， 节目 设计 得 很 好 。 很多 演员 一人 兼 多 才艺 。,positive
3,主要 杂技 啊 ， 不到 小时 ， 不要 跟团 ， 买票 便宜 多 啊 。,neutral
