score,sentiment_category,sentiment_score,comment
4.0,pos,0.8896085023880005,去桂林出差，顺道在市区游玩一下，来到了七星景区。这个景区位于桂林市中心漓江东岸，是一个很大的室内公园，也是桂林文化山水的坐标、中国第一批的4A级景区。 公园里面的小景点挺多的，包括有著名的骆驼山，这里曾经有一位名人在这里进行过环保演讲，古时候被称为“壶山赤霞”，是桂林古八景之一。 还有被誉为中国桥梁建筑奇葩的桂林最古老的多孔薄墩连拱石桥，是桂林新二十四景之一的花桥。当然，这里也有徐霞客最爱的天下第一洞天—七星岩，等等的自然景观。
5.0,pos,0.9780738949775696,七星岩的景色非常漂亮，很大很大，我们自驾从北门进入公园，被告知要买船票，55元一人，我们不想走太多，就买了，还是比较值得的，里面有个火烈鸟公园，平时难得一见，红色羽毛，却不是那种大红，是肉色的羽毛，乍看还以为没有羽毛，很多的丹顶鹤，就在你的眼前，很漂亮。而后有许多的溶洞、岩石、山头，爬上去也不容易，很陡峭，但是很漂亮。公园非常大，一天慢慢逛都可以的。西门的话会直接进入景区中心部分，看到很多星雨星岩，卧佛含丹的景观，确实很漂亮的。
5.0,pos,0.972293496131897,本来来的很仓促，但是呃还是很愉快，天有点阴了凉的，然后自然景观和游乐设施都很不错。重点是公共服务做的很好，可以玩儿和观赏的东西很多，公共交通非常方便，打车也很便利。不用担心饿到里面的好吃的超多，而且价钱还便宜。
5.0,pos,0.947054386138916,七星景区绝对是值得去的，这里有七星岩溶洞，阴风阵阵如果没有灯光还是蛮恐怖的，还有有名的骆驼峰。不过这都不是最大的亮点，经过查阅资料才发现龙隐洞才是最有来头的，那里有大量的石岩磨刻和秀美的景色。由于本人去之前功课没做足，等误打误撞来到这里已接近7点，听到怪声感觉比七星岩更阴森，无奈只好先离去了。
4.0,pos,0.6039729714393616,刚进去走一段距离时，感觉就一公园，觉得收门票不值，后来发现还是有蛮大，毕竟有山，有寺庙，是4A景区，收点门票也正常，只是想说桂林市民福利太好，如果针对全国一视同仁，更能提高桂林旅游收入。本来想爬骆驼峰，但没见到什么游客爬，我又带着老人，也没敢爬。动物园没去，推荐七星岩可以去下，有些意思。在山下看到了猕猴，好几只，游客逗乐，有点意思。有国庆气氛，美食和油纸伞，风车。
4.0,neg,0.9204064011573792,七星公园很大要是天气好的话可以休闲的慢慢逛，可是门票很贵也不包含七星岩，还有个动物园要另收费这个不去也罢，网上买了公园+七星岩的优惠套票65元勉强能接受的价位。七星岩还是挺大的还有点阴凉，没30分钟进一批游客，里面有导游讲解，参观完大概50分钟；入口有个所谓的温馨提示其实有点蒙人，说里面有摄影师免费拍照还赠送相片钥匙扣，让旅客放心给留影，可是参观完出洞口时只给一张证件照大小看不清的相片和一个做工粗糙的塑胶钥匙扣，其他拍得稍好的就弄成大照片每张20元，有的人就不忍自己的照片摆在那展览不得已买了。21世纪闻名中外的旅游城市还有这种拙劣的现象，确实破坏了旅游的大好心情。 正门花桥门，还有个驼峰门、龙隐门(靠近穿山路訾洲公园入口)；网络订票通常要到正门附近旅行社换票，得从花桥门进。
5.0,pos,0.9533783197402954,七星景区真的美，古老的花桥，七星岩的雄伟壮丽，形象的骆驼山，有趣的猴子，让人流连忘返。
4.0,neg,0.5609652400016785,公园景色不错，园内有著名的驼峰山，适合全家游玩。七星岩，动物园，CS射击等项目都单独收费，桂林的景点门票都比较贵，公共服务也比较欠缺，性价比不高，也从一个侧面反映了桂林经济不发达的现状。
5.0,pos,0.9955289959907532,七星景區在桂林市中心，離解放橋、東西巷、正陽街都非常近，可以走路完成吃喝玩樂的悠閒行程。 七星景區最有名的是駱駝山跟七星岩，還有桂海碑林。很可惜因為疫情原因七星岩跟碑林都沒有開放。碑林可以從龍隱路的欄杆看到部份，感覺是很古樸的地方。 七星景區的門票是50元，可以網絡預購，或是購買聯票比較便宜。由於攜程購票只認身份證號，台胞證等可以關注“桂林一城遊”，這是桂林景區提供的購票網址，接受台胞證等證件購票。 七星景區的綠化非常棒，而且景緻多樣，讓人處處有驚喜。一進門的花橋充滿江南韻味，文化廣場有著少數民族風情，駱駝山有特色，花園典雅，而寺廟安寧。隨處可見的猴子更是增添趣味，攜家帶眷的看著猴子家族在遊玩，很有雙面感。 七星景區可能是桂林市區中我最喜歡的景點，已經打算等疫情結束後帶爸媽來這裏遊覽。美麗的桂林，美麗的七星景區，充滿山水園林寺廟的魅力。
5.0,pos,0.8360002636909485,七星景区主要进去就是看七星岩和骆驼山的。芦笛岩和银子岩我是没去过，不过和冠岩相比，个人觉得七星岩里的景比冠岩好看。骆驼山我是一张照片带过，毕竟也是代表性的景点。总的来说，本票钱还是很值的。
