date,ip 属地,评分,comments
2021-08-07,未知,5,地址就在戏楼负二楼，标识清楚很好找。上车前会有工作人员仔细介绍规则，介绍得十分详细。刚开始玩不太敢加速，之后熟练了，体验了一把速度与激情，十分刺激好玩！夏日炎炎，不想出去暴晒，也不想淋雨，可以到这里玩一把！
2021-08-07,未知,5,操作很简单，左脚刹车，右脚油门，加速很快，比开车简单多了，小学二年级的小姑娘都可以轻松驾驭。很推荐情侣和青少年一起来玩，非常安全，第二圈就可以不踩刹车漂移过弯，而且是室内的，不用担心天气问题!
2021-08-09,未知,5,亚洲大型卡丁车场在阳朔也有了，体验感爆棚!沉默加速度，一圈下来所有的烦恼都没了，戏楼负二楼，小车直接开入停车场即可听到劲爆的音乐，非常好找，车子很帅气，有驾驶欲望，服务周到，场地的小哥哥很专业，非常安全，会提前告知注意事项，值得推荐!
2021-08-17,未知,5,在澳门和珠海才可以的小型赛车，竟然在阳朔戏楼也有，赛道非常有挑战性，第一圈熟悉赛道后可以油门踩到底，娱乐体验感非常强，适合喜欢运动和挑战的朋友!是桂林最大的赛道.加速很快，非常安全，温馨提示，上车前记住自己的车号，因为当日最快圈速计时如果上榜有礼品哦
2021-08-07,未知,5,晚上十点这样到的，人少点好玩点，毕竟人多的时候要排队，很刺激，就是女司机开车有点慢老被男士超车，8分钟时间，我们要轮着坐要带小孩，小孩要1.4米左右才能玩不然勾不到油门。
2021-08-07,未知,5,超好玩的卡丁车，油门到底，刹车都不用管，真的太刺激了，值得推荐，你们想要的速度与激情，快点来尝试一下吧
2021-08-08,未知,5,我和小伙伴们进行了一场小型车比赛。比赛开始了，我踩着油门，驾驶着卡丁车飞快地冲向前方，超过了一辆又一辆的小车。在一次的超车的时候，由于距离太近，几乎和对方碰上了，我猛打方向盘，成功地脱离了危险，真惊险啊！在一片马达的轰鸣声中，比赛结束了。大家玩得很开心。
2021-08-07,未知,5,很棒的体验，首先地址很好找，场地很宽敞，设施设备非常齐全，工作人员很耐心的培训讲解。非常的好玩刺激，很合适朋友一起去玩！
2021-08-08,未知,5,第一次玩卡丁车太刺激了！一开始还有点害怕，小哥哥很耐心的讲解注意事项，还帮戴好头盔系好安全带。知道我是第一次玩卡丁车，第一圈会在前面带路，熟悉了以后，也是全程有小哥哥跟着，让人有满满的安全感，第二圈就加大油门冲了🥳听小哥哥说之后还会有双人卡丁车，下次再来试试
2021-08-08,未知,5,第一次体验觉得很不错，给我的感觉挺专业的，在此过程中会有工作人员的指引，赛道全长650米，在驾驶的过程中可以感受到速度与激情的快感，值得玩玩。体验感强，可以来体验一把卡丁车给你带来的快乐，蛮推荐的！
2021-08-08,未知,5,第二次来了，带了几个朋友一起来，漂移还没学会，八分钟可以跑4/6/10圈，我们几个人的成绩差别有点大。🌝🌝还有测速，不被救援的话我能40秒跑完一圈哦
2021-08-08,未知,5,地点在戏楼的负二楼。地方也非常好找，我到的时候，工作人员非常详细的解释规则。迫不及待的上手之后，简直了，真的非常好玩，非常刺激！！！真的很想再来一次，推荐给大家！°˖✧◝(⁰▿⁰)◜✧˖°
2021-08-09,未知,5,操作简单，加速快，超级好玩的卡丁车，这就是想要速度与激情，非常好玩
2021-08-09,未知,5,地址就在阳朔戏楼负二楼，标识清楚很好找。上车前会有工作人员仔细介绍规则，介绍得十分详细。刚开始玩不太敢加速，之后熟练了，体验了一把速度与激情，十分刺激好玩！夏日炎炎，不想出去暴晒，也不想淋雨，可以到这里玩一把！
2021-08-07,未知,5,真的好玩，光听着发动机轰鸣声就全身血液沸腾。开完以后，感觉更棒👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
2021-08-08,未知,5,好玩又刺激，发动机轰轰声，第一次体验漂移的感觉，这就是速度与激情
2021-08-09,未知,5,刚刚来的时候有视频看一会，然后解说员说了两分钟，然后才验票上车，安全带是工作人员帮扣上去的，车子也是他们帮打火的，刚刚开始两圈跟着工作人员跑熟悉场地，然后才自己跑，车熄火，或者碰撞了举手就行。车速太快了，是很刺激，，8分钟明星不过瘾
