评分,comments
4,布景 极具 民族特色 ， 仿若 身临其境 ， 置身于 侗族 真实 生活 ， 构思 巧妙 ， 以 时间 为线 ， 展现 坐妹 风俗 ， 让 观众 深刻 体会 侗族 民族风情 ， 光影 效果 运用 极佳 ， 但 个人 对于 中间 有段 蓝光 打 演员 身上 这部分 不是 很 喜欢 ， 音响效果 挺 好 ， 但是 如果 没 听错 的话 应该 假唱 ， 当然 一小 段 真 唱 ， 唱 基本 当地 语言 ， 普通话 ， 字幕 ， 不会 存在 看不懂 状况 ， 但是 ， 知道 是不是 这些 歌曲 少数民族 传统 歌曲 原因 ， 翻译成 汉语 个人感觉 相对 直白 演员 应该 当地 民众 ， 挺 热情 ， 但 感觉 应该 人手 不够 ， 演员 频繁 上场 ， 有时候 出戏 服装 为 传统 服饰 ， 很 精致 ， 一段 服装 展示 观众 互动性 较强 ， 小 礼物 ， 最后 结尾 邀请 观众 上台 ， 挺 氛围 ， 体验 感 极佳 票价 个人感觉 还是 相对来说 比较 贵 ， 网上 预订 ， 还要 当天 现场 领 纸质 票才行 ， 还有 一点 特别 反感 ， 刚 入场 两个 女演员 光速 拦着 拍照 ， 表演 结束 出来 ， 卖 二十块 一张 照片 ， 嗯 … …
4,圆形 舞台剧 场上 侗族 歌舞 表演 ， 比较 侗族 风格 ， 描写 侗族 男女 情歌 对唱 婚恋 过程 ， 舞台效果 很 好 。 要是 门票价格 控制 100 一下 更好 。
5,场面 非常 震撼 ！ 灯光 璀璨 ！ 主题 突出 ！ 服饰 鲜艳 ！ 音响效果 很 好 ！ 歌声 美好 ！ 故事 连贯性 明确 ， 背景 配置 丰富 ！ 引人入胜 情节 ， 完 才 知道 （ 坐妹 ） 什么 意思 。
5,演出 大气磅礴 ， 效果显著 ！ 好看 ！ 鸟巢 环境 配套 齐全 ， 夜市 文化 丰富 ， 晚上 特别 热闹 ！ 内部 演出 场地 非常 宽敞 ， 灯光效果 把握 得 特别 精准 ！
4,侗族 特有 喜欢 ， 夜间 打 油茶 ， 围坐 一起 ， 谈情说爱 ， 表演 ， 还是 不错 ， 三月 三人 多 ， 演出 名气 大 ， 但是 景色 很 实在 ！ 发个 图片 ！
5,侗族 风情 浓缩 ， 非常 典型 侗族 民风 民俗 ， 可以 看到 侗族 阿妹 善良 ， 专情 ， 勤劳 ， 多才多艺 ， 侗族 阿哥 勤劳 ， 风趣 勇敢 ， 从 对哥 找对象 ， 找到 意中人 ， 结成 连理 ， 出嫁 ， 归寨 ， 动人 ， 温情 ， 热闹 ， 积极向上 ， 一览无遗 ， 坐妹 从 阿妹 唱 ： 有凳 坐凳 ， 有岩 坐岩 ， 无凳 无岩 ， 坐 阿妹 霸腿来 。 可以 知道 这个 坐妹 找寻 中人 一种 原生态 形式 。 找到 喜欢 坐在 她 腿 上 ， 相依 相 靠 一辈子 。 剧中 ， 结婚 喜庆 ， 服装 隆重 ， 接亲 回来 又 可以 看到 各式各样 侗族 服饰 ， 美不胜收 。 最后 还 邀 现场 观众 上台 跳舞 接龙 ， 每 一位 上台 观众 一一 击掌 一种 告别 期待 下次 重逢 。 有趣 好玩 ， 总体 超赞 ， 景色 不错 ， 性价比 高 ，
5,这个 鸟巢 坐妹 演出 挺不错 ， 美仑美奂 ， 情节 完整 ， 趣味十足 ， 完 之后 小孩 能 完全 说 出来 侗族 民俗风情 ， 父母 仿佛 重回 年轻 时候 ， 值得一看
5,坐妹 演出 多 耶 广场 对面 侗乡 鸟巢 ， 高铁 站 坐 3 路 公交车 广场 站 下车 。 售票处 凭取 票码 取票 入场 。 携程 订票 方便 实惠 ， 安排 座位 位置 很 好 ， 演出 很 精彩 ， 通过 歌舞 展现 侗族 行歌 坐夜 风俗 生活 ， 演员 很 卖力 ， 场面 很 震撼 ， 最后 还有 小 礼物 赠送 互动 环节 ， 总之 感觉 很 好 ， 不虚此行 ！
5,第一次 来 三江 真的 可以 看看 ， 托 朋友 直接 帮订 坐 妹票 ， 第一排 真的 很 清楚 ， 但是 喷雾 气 ， 建议 坐 第一排 最好 带 多件 外套 ， 冷 ， 表演 很大 气 很 民族特色 ， 灯光效果 很 不错 ， 期间 观众 互动 ， 总之 次 不错 体验 ！
5,很 曲折 一次 取票 经历 。 收到 取票 电话 一上午 联系 不上 ， 因此 家人 高速 口吵 一架 ， 绕开 县城 三 江北 下 高速 直接 程阳桥定 好 客栈 。 反应 给 携程 客服 联系 不上 送票 ， 直到 说 要 退票 才 有人 联系 ， 直接 告知 当日 票 不能 退 ， 这时 家人 已经 执意 不去 演出 ， 一共 两个 订单 六张 票 ， 花 很 长时间 说服 他们 终于 出行 ， 送票 把 票 留在 演出 厅 旁 服装店 。 好 表演 不错 。 。 。 最终 挽回 心情 。
