评分,comments
5,到达 杨堤 之后 便 可以 乘坐 竹筏 畅游 漓江 ， 两岸 数不清 自然景观 萦绕在 身边 ， 热情 船家 还 能 根据 客户 不同 需求 进行 针对 不同 景观 讲解 ， 但是 很 可惜 ， 画 壁上 只 看见 5 个 马 ， 但 无论怎样 ， 还是 很 感叹 。
5,九马 画山 漓江 画廊 最 著名 景点 之一 。 游船 临近 阳朔 ， 船头 右前方 出现 一座 黑白 颜色 分明 山 ， 船家 说 山体 图案 组成 九匹 马 ， 但 一般 很 难 短时间 内能 出来 。 据说 当年 敬爱 周恩来 总理 携 陈毅 元帅 游 漓江 ， 周恩来 总理 很 短 时间 找出 全部 九匹 马 ， 陈毅 元帅 只 找到 七匹 ， 就此 传为佳话 。 遗憾 当天 漓江 江面 雾气 较大 ， 影响 画面 质量 。
5,九马 画山 漓江 游玩 最 著名 景点 之一 。 漓江 此处 拐 弯 ， 一座 黑白 颜色 分明 山 船头 前方 出现 ， 引起 人们 注意 。 据说 山体 黑 白色 组成 九匹 马 图案 ， 不过 需要 丰富 想象 才能 勾画出 图案 ， 一般 很 难 短时间 内能 出来 。
4,从 杨堤 坐 竹筏 游 漓江 九马 画山 走 往返 ， 一路上 风景 如诗如画 ， 让 陶醉 ， 九马 画山 ， 游 漓江 著名景点 之一 ， 但 时候 ， 天公不作美 ， 雾气 比较 大拍 照片 朦朦胧胧 。
5,阳朔 山水 甲 桂林 ！ 从兴坪 古镇 九马 画山 这段 风景 最 漂亮 ， 山清水秀 。 坐 上 船头 ， 泛舟 漓江 ， 宛若 画中游 ， 沉醉 不知 归路 。 来到 这里 ， 让 觉得 彻底 远离 大城市 喧嚣 与 浮躁 ， 感受 难得 放松 与 惬意 。 但是 来 阳朔 玩 ， 联系 选择 合适 时间 ， 避开 节假日 ， 要不然 很 容易 遭罪 。
4,做 电动 竹筏 从 杨堤 码头 马山 码头 。 一路 山水画 廊 美景 之中 ， 或 蓝 或 绿 清澈 透亮 漓江 水 ； 或 圆润 或 尖 耸 山峰 任凭 想象 吧 。 九马 不是 常人 能 看全 哦 ， 费心 机去 寻找 。 两岸 伴着 刚毅 山峰 凤尾竹 摇曳 ， 刚柔 相伴 恰到好处 。 水道 蜿蜒 ， 常常 峰回路转 惊喜 。 美中不足 竹筏 伐 工 除了 听到 他 接电话 ， 没有 开过 腔 。 知道 是因为 他 多 厌恶 这份 工作 ， 还是 里面 还有 什么 道 道 。
5,九马 画山 ， 顾名思义 九匹 马 ， 开始 还 以为 山 形状 像 马 ， 找个 半天 发现 不是 ， 船家 给 指 一下 顿悟 ， 很大 一座 山 ， 山 这面 平 ， 山面 纹路 从 远处 九匹 马 ， 据说 总理 没 看出 九匹 马 ， 只 看出 一匹 ， 我爸 看出 八匹 ， 够 厉害
5,清明 澄澈 漓江 水边 罗列 着 无数 秀丽 奇特 山 ， 这百来 里 如画 江山 又 数九 马画山 最 奇特 。 一座 峰峦 重叠 大山 象 给 什么 神 斧劈 一半 ， 再 经过 打磨 似的 ， 光滑 平展 如同 一块 巨大 无比 画布 ， 这块 高悬 青天 上 大 画布 上面 ， 画 着 一幅 气势雄伟 万马奔腾 图 ， 那些 马 栩栩如生 样子 真是 鬼斧神工 。 九马 画山 漓江 东岸 画 山村 附近 ， 距 桂林 约 60 公里 处 ， 山高 400 余米 ， 宽 200 米 。 马图 呈 九首 ， 奇物 人间 。 山面 如削 ， 石壁 上 白 、 黄 、 灰 、 黑等色 ， 色彩斑斓 ， 呈现 出马 画像 ， 名画 山 ， 马图 最多 可见 九匹 ， 又名 九马 画山 。 细看 山壁 石纹 可 依稀 辩出 群马 形象 。 九马 画山 大自然 笔墨 奇观 。 一般 坐 游船 或 竹筏 游览 ， 船行 这里 ， 距离 阳朔县 城 不远 哦 。 乘坐 游船 是从 桂林 竹江 码头 阳朔 码头 ， 船行 时间 大约 4 小时 ， 途径 杨堤 、 九马 画山 、 黄布 倒影 等 漓江 沿岸 精华 景点 ， 而且 游船 上 讲解 ， 精华 景点 自动 开启 讲解 模式 。
5,九马 画山 是从 桂林 坐 游船 游 漓江 阳朔 时 景点 ， 据说 远看 山体 不同 颜色 加上 树木 形成 九个 不同 型 壮马 样子 ， 主要 还是 要 凭 想象 。 离兴坪 古镇 没有 多远 。 时间 充足 的话 可以 浅滩 地方 玩玩 水 。 需要 注意 岸边 蚊子 比较 多 。
4,中午 天 放晴 ， 超爽 。 虽然 30 多度 气温 ， 但 感受 却是 丝丝 凉爽 ， 一路上 还有 一群 白鸟 嬉戏 ， 湛蓝 天 碧绿 水 ， 让 心情 很 舒畅 。 国庆 缘故 ， 此 行程 是从 兴坪 竹排 码头 出发 ， 不是 兴坪游 渔码头 ， 到达 九马 画山 原路 返回 。 1 个 小时 行程 还是 蛮 惬意
5,桂林 漓江 九马 画山 ， 如果 静下心来 ， 就是 一副 山水画 ， 九马 画山 没有 人工 划 竹筏 ， 电动 ， 来回 45 分钟 时间 ， 如果 人工 划要 两个 小时 。 那天 天气 好 ， 漓江 泥水 没有 翻上来 ， 漓江 很 美九马 画山 很 美 。
5,20 元 人民币 背面 景色 ， 坐 电动 竹笺 ， 很 值得 一玩 。 漓江 上 最 代表 特色 一段 ， 江 上风 很 冷 ， 需要 穿厚 些 。 来回 小时 左右 ， 可看性 大 。
5,九马 画山 桂林 漓江 景区 重要 景点 ， 以 其 独特 自然景观 丰富 文化 内涵 吸引 众多 游客 。 地理位置 九马 画山 位于 广西壮族自治区 桂林市 阳朔县 兴坪 镇 漓江 边 ， 距离 兴坪 古镇 约 四公里 。 游客 可以 从兴坪 朝板 山 码头 乘坐 游船 ， 沿着 漓江 欣赏 两岸 美景 ， 途中 即可 观赏 九马 画山 。 景观 特色 九马 画山 一座 由 九座 山峰 相连 大 石山 ， 耸立 漓江 江畔 。 其 山体 石壁 高 、 阔 各 一百多米 ， 石壁 上 岩石 颜色 多样 ， 赭 、 黄 、 绿 、 白等 ， 这些 颜色 交织 一起 ， 形成 一幅 天然 骏马 图 。 从 不同 角度 位置 观察 ， 这些 骏马 形态各异 ， 奔腾 ， 饮水 ， 思考 ， 仿佛 一幅 生动 画卷 。
5,📍 位置 ： 广西 桂林市 ， 距离 桂林 市区 56 公里 🌄 阳朔 美 ， 真的 无法 用 语言 来 形容 。 它 像是 藏 山水画 世外桃源 ， 让 心旷神怡 。 踏上 这片 土地 ， 能 感受 那种 清新自然 气息 ， 仿佛 所有 烦恼 随风而逝 。 🏞 ️ 自然风光 ： 阳朔 山水 出了名 美 。 可以 乘坐 竹筏 漂流 大自然 鬼斧神工 。
5,漓江 ， 属 珠江流域 西江 水系 ， 为 支流 桂江 上游 河段 通称 ， 位于 广西壮族自治区 东北部 。 传统意义 上 漓江 起点 为 桂江 源头 越城岭 猫儿山 ， 现代 水文 定义 为 兴安县 溶江镇 灵渠 口 ， 终点 为 平乐 三江口 。 漓江 上游 河段 为 大溶江 ， 下游 河段 为 传统名称 桂江 。 灵渠 河口 为 桂江 大溶 江段 漓江 段 分界点 ， 荔浦 河 、 恭城 河口 为 漓江 段 桂 江段 分界点 。 漓江 段 全长 164 公里 。 沿江 河床 多为 水质 卵石 ， 泥沙 量 小 ， 水质 清澈 ， 两岸 多为 岩溶地貌 。 旅游 资源 丰富 ， 著名 桂林山水 漓江 上 。
5,九马 画山 漓江 一处 有名 景色 ， 美丽 山峰 矗立 漓江 岸边 ， 垂直 山崖 上 错落有致 生长 着 各种 植物 ， 构成 各种 骏马 图案 ， 象 低头 吃 草 ， 象 扬蹄 飞奔 ， 传说 能 看出 五只 就是 很 聪明 ， 郭沫若 看出 七只 ， 周总理 则 看出 九只 骏马 。
4,游船 段 最 精华 景点 ， 由于 漓江 此处 拐 弯 ， 庞大 山体 远远 像 一堵 墙挡 江面 上 。 也许 这样 ， 便 引起 人们 注意 。 第一次 来 天气 不太好 ， 有点 雾 霾 ， 远看 效果 不佳 ， 第二次 来 得 清晰 多 。 只 可惜 恕 愚钝 ， 还是 看不出 九只 马来 ， 只有 中间 两头 最为 形象 。 船至 此处 多为 用餐 高峰 时段 ， 很多 要么 吃 ， 要么 抢 自助餐 ， 再 听到 广播 涌出 船舱 ， 有点 混乱 。 想 占 个 好 角度 请 提前 定好位 准备 哦 。
5,九马 画山 景区 漓江 边上 旅游胜地 ， 她 临江 而立 ， 石壁 如削 ， 景致 迷人 。 九马画 山下 峡谷 漂流 更是 天下 一绝 ， 咫尺 漓江 300 米 ， 独特 漂流 河道 设计 让 游客 如入 仙境 博舟 ， 似 画 畅游 。
5,九马 画山 桂林 漓江 风景区 主要 景点 之一 ， 距离 兴坪 古镇 5 至 6 公里 ， 徒步 漓江 ， 从兴坪 古镇 出发 ， 步行 一个多 小时 才 走 九马 画山 ， 沿江 风光秀丽 ， 优美 自然 ， 空气清新 ， 适合 休闲 旅游 。
5,九马 画山 是从 桂林 坐 游船 游 漓江 阳朔 时 景点 ， 人民币 二十元 背面 景色 就是 这里 ， 据说 远看 山体 不同 颜色 加上 树木 形成 九个 不同 型 壮马 样子 ， 主要 还是 要 凭 想象 。 离兴坪 古镇 没有 多远 。
5,乘船 从 桂林 竹江 码头 乘 游船 阳朔 。 游船 漓江 上 行驶 ， 中途 经过 不少 著名景点 。 九马 画山 就是 其中 比较 著名 景点 。 山体 很大 ， 面对 漓江 一面 ， 上下 山势 比较 陡峭 ， 切面 比较 平整 ， 像 一扇 屏风 面对 江水 。 山上 树木 植被 ， 山体 皲裂 褶皱 ， 地形 高低 起伏 ， 人们 想象 ， 这些 因素 组合 造就 不同 动物 形象 。 据说 可以 山崖 上 看到 九匹 马 ， 想象力 越 好 ， 看到 越 多 。 不少 游客 乘船 游 时候 ， 这里 数数 多少 匹马 。 过 九马 画山 ， 行船 不远 兴平 镇 。
5,漓江 风光 阳朔 段 ， 冬天 漓江 水 非常 清澈 ， 绿水青山 就是 金山 银山 指导思想 下 ， 桂林 山水 愈发 美丽 ！ 九马 画山 码头 上 坐 上 电动 筏子 溯江而上 ， 一江 美景 熟悉 好似 昨日 ， 记忆 漓江 水 应该 这样 ， 天若 再 暖 点 更好 ！ 【 景色 】 【 趣味 】 【 性价比 】
4,九马 画山 ， 中国 广西省 漓江 精華段 之 美景 代表 ， 其位 於 桂林 與 阳朔 之间 兴坪 镇 ， 可由兴 坪 镇 徙步 前往 或 乘船 观覽 ， 画山 景观 奇特 ， 仿如 九 隻 骏马 躍腾 其间 ， 漓江 之 主角 ， 亦 漓江 之靈魂 ， 绝对 人生 定必 一遊 之 。
5,九马 画山 漓江 山水 最 经典 景观 之一 ， 岸上 或者 游船 上 远远望去 ， 凭借 想象力 ， 可以 山壁 上 看到 骏马 图案 ， 据说 能 看出 九匹 马 状元 之才 。
