评分,comments
5,不错 ， 喜欢 这里 ， 暑假 虽然 很 热 ， 这里 很 阴凉 ， 这里 散步 ， 游玩 ， 挺 好 ， 带娃 ， 溜 娃 ， 不错 哦 ， 时间 还会 再 来 ， 里面 很 美 ， 很 湿润
4,大型 森林公园 ， 晴天 比较 好 ， 可以 乘凉 ， 阴天 湿度 大 ， 舒服 。 本来 想 看看 杜鹃花 ， 据说 是因为 下雨 已经 没 ， 有点 遗憾 。 。 。 。 。
5,桂林 植物 位于 雁 山镇 ， 青少年 科技 教育 基地 全国 科普 教育 基地 ， 这里 游览 漓江 返回 桂林 必经之地 ， 园内 3000 多种 植物 ， 还有 尼克松 总统 送 北美 红杉 。
4,始建 于 一九五八年 桂林 植物园 、 位于 雁山 山麓 、 占地 一千多 亩 、 植物 品种繁多 、 空气 非常 好 、 适合 多 种类 植物 生长 。
4,据 当地人 说 ， 这个 植物园 以前 免费 ， 但 现在 收费 。 进去 逛 逛 ， 感觉 空气 比较 清新 ， 花草树木 品种 蛮 多 ， 还是 值得 一逛 。
5,跟 朋友 玩 。 玩 挺 开心 。 建议 可以
5,真心 不错 ， 值得 游客 来到 桂林 时候 走走
4,园区 比较 大 ， 除了 温室 外 ， 最 值得 观赏 龙洞 琪林 景区 。 一泓 湖水 旁植满 落羽杉 ， 红色 、 苍绿 、 红绿 相间 杉叶 与 湖水 相映成趣 ， 构成 植物园 一道 靓丽 风景线 。
3,知道 怎么 说 呀 ！ 人民 还 算 热情 吧 ！ 风景园林 感觉 一般般
3,以前 门票 10 块 ， 现在 网上 买要 16 ， 谈不上 什么 服务 ， 对 市民 免费 ， 以前 导游证 记者证 可以 免 门票 ， 现在 没有 ， 杜鹃花 区 被 大妈 们 瓜分 完拍 抖音 ， 哎 ， 植物园 ， 以后 不会 再来
3,空气 蛮 好 ， 青山绿水 。 鸟语花香 ！ 值得 一去
5,杜鹃花 盛开 时候 ， 美的 不要 不要 ， 性价比 很 高 ， 每年 必来 一次 喔 ！
5,没 拍照片 景色 不错 进园 直接 走 左边 景色 好看
5,秋冬 很 不错 夏天 蚊虫 有点 多
3,不怎么 建议 大家 ， 懂 ， 门票 虽然 只有 十几块 钱 ， 但是 不值 啊 ， 本来 科研单位 ， 还 卖 门票 。 踩 雷 。
4,拍照 很 出片 ， 空气 很 好
4,体验 感 不错 ， 花 很 好看
1,差评 差评 差评 差评 没有 值班
2,推荐 ， 推荐 ， 不如 免费 黑山 植物园 。 还 那么 远 ， 科研单位 卖 门票 ， 蛮坑 。
