评分,comments
5,铜桥 位于 桂林 临桂 区会 仙镇 大活 头村 ， 据说 始建 于 唐代 ， 距今 1300 年 有余 。 这里 山水 如画 ， 秋冬 如此 ， 春夏 百花盛开 时节 更是 美不胜收 。 （ 图一为 仙 状元 桥 ） 会仙 镇原 属 临桂县 ， 自 临桂县 改县 为区 ， 现属 桂林市 临桂 区 。 离 市区 约 30 多公里 ， 开车 约 小时 可 ， 车出 市区 ， 沿 桂阳 公路 ， 行至 雁山区 广西 师 大雁 山 校区 前 路口 右转 可 直达 会仙镇 ， 车进 镇里 ， 过会 仙 中学 再 右转 约 公里 多 可 直达 铜桥 。 交通 十分 便利 。 会仙镇 属于 典型 喀斯特 峰丛 平原 地貌 ， 群峰 丛生 ， 形态各异 ， 风光 旑 旎 。 人文 古迹 十分 丰富 ， 不少 古 石桥 座落在 这些 河道 之上 ， 颇 地方 特色 。 铜桥 ， 据说 当地人 原称 “ 童桥 “ ， 叫 来 叫 ， 便成 现在 “ 铜桥 “ 谐音 。 铜桥 ， 建于 清代 〈 具体 年代 据考 不详 〉 ， 至少 距今 100 多年 。 桥 东西向 跨过 会仙河 ， 桥长 23.8 米 ， 宽 5.2 米 ， 桥拱 跨度 10.9 米 ， 桥 拱顶 距 水面 3.5 米 。 为单 拱石桥 ， 造型 古朴 ， 现为 县 重点 文物保护 单位 。
5,这里 自然风光 非常 漂亮 ， 江水 清澈 晶莹 ， 两岸 草木 旺盛 ， 村民 民族服装 色彩 靓丽 ， 房屋 古朴 自然 ， 载歌载舞 节目 将 这里 特色 表现 淋漓尽致 。
4,桂林 义江缘 景区 位于 素有 风情 长廊 桂林 西北 旅游线 上 ， 距 市区 32 公里 （ 321 国道 临桂 五通 镇段 ） ， 按 国家 AAAA 景区 标准 规划 ， 以 清澈 义江为 依托 ， 整个 村庄 以 古朴 为 基调 ， 配上 苗 、 瑶 、 侗 、 壮等 多个 少数民族 特有 风情 完美 演绎 ， 极具 特色 民间 手工艺品 走廊 ， 还有 美味 “ 风情 百 家宴 ” ， 游览 面积 达 千余亩 大型 民族风情 主题 景区 ， 形成 桂林 独特 亮丽 旅游 景观 ， 被誉为 “ 桂林 风情 第一村 ” 。
5,专门 为 旅游 开发 打造 景区 。 有着 “ 桂林 风情 第一村 ” 美誉 ， 距离 桂林 市区 约 三十公里 ， 交通 方便 ， 从 桂林 去往 龙脊 梯田 方向 经过 这里 。
5,集 多个 少数民族 风情 风俗 与 民居 建筑 为 一体 景区 ， 互动 、 体验 项目 不少 。
4,义江缘 少数民族 各种 风俗 展示 ， 还有 少数民族 歌舞 表演 ， 广西 桂林 多 民族 地区 ， 这个 地方 风景 为辅 、 人文 为主 。
5,可以 把 还行 吧 实验室 设备 维护 晒晒 还是 算算 算算 闪闪 生辉
4,义江缘 没有 漓江 山水 秀丽 ， 但 桂林 有名 景点 ， 这里 可以 听听 刘三姐 对 山歌 情景 ， 义江缘 水光山色 非常 养眼 ， 岸边 水车 ， 壮家 女儿 长发 飘飘 ， 洗头 表演 。 小船 悠悠 ， 山歌 回荡 ， 别有 一番 风味 。
1,刚刚 从 景区 出来 ， 非常 不爽 。 这个 地方 很 值得 ， 里面 全是 道德 绑架 ！ ！ ！ 景色 勉强 过得去 ， 如果 有要 捐钱 ， 不要 捐 ， 没捐 没什么 事 ， 只要 捐 ， 开始 一连串 交钱 ， 还 美其名曰 帮扶 贫困 。 如果 他 要 给 什么 东西 ， 千万别 要 。 还有 就是 摸 神龟 ， 说 神乎其神 ， 其实 就是 摸 完 以后 要 给 100 块 。 如果 要 给钱 ， 给 ， 他 不会 拿 怎么样 。 。 就是 心软 ， 被 骗 。 后来 盘古 庙 ， 他 前面 捐款箱 ， 说 说 给 贫困 捐款 ， 其实 等 交 钱 ， 他会 给 福带 ， 让 写 名字 。 接着 把 带 房间 ， 如果 几个 一起 ， 留 下来 剩下 出去 ， 里面 那个 被 要求 给钱 。 被 骗 掉 400 块 ！ 反正 建议 大家 还是 大型 景点 ， 里面 透明 。 除非 钱 多 。 写 这里 ， 完全 真实 经历 。 供 大家 参考 。
4,义江缘 景区 位于 桂林 西北 旅游线 ， 世界 著名 景观 “ 龙脊 梯田 ” 景区 必经之路 ， 临桂县 五通 镇 。 素有 风情 长廊 桂林 西北 旅游线 ， 聚集 苗 、 瑶 、 侗 、 壮等 十数个 少数民族 。 雄浑 大山 原始森林 、 高山 瀑布 、 峡谷 激流 、 梯田 壮景 火热 民俗风情 交织 一起 ， 形成 桂林 独特 亮丽 旅游 景观 ， “ 桂林 风情 第一村 ” 美誉 。 车上 ， 看到 一块 竖立 路边 灰白色 巨石 ， 鲜红 “ 义江缘 ” 三个 大字 刻 上面 ， 知道 景区 。 下车 ， 驻足 义江缘 门楼 前 ， 一股 浓浓的 少数民族 风 扑面而来 。 进得门 来 ， 只见 一江 碧水 掩映 一片 茫茫 绿屏 ， 两岸 柳枝 低垂 ， 修竹 密布 ， 草木 葳蕤 ， 阁楼 悬空 。 走进 竹楼 寨门 ， 里面 一名 女 导游 迎接 。 她 把 引进 沿江 竹廊 ， 一条 江水 横 面前 。 湍急 、 黄色 江水 向 左流 。 江 对岸 一个个 竹楼 ， 这边 长廊 夹 着 江水 。 如果 不是 山洪 下泻 ， 本来 乘船 游览 “ 义江 ” 。 可 充分 领略到 临桂 八景 之首 “ 义江 风光 ” 。
